accounting_period,column,line,item,amount
2019-03-31,LIABILITY,14,Capital and reserves,593735514
2019-04-30,ASSET,1,Gold and gold receivables,5568761843
2019-04-30,ASSET,2,Claims on non-euro area residents denominated in foreign currency,2290077857
2019-04-30,ASSET,3,Claims on euro area residents denominated in foreign currency,371559069
2019-04-30,ASSET,4,Claims on non-euro area residents denominated in euro,23005
2019-04-30,ASSET,5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,8463500000
2019-04-30,ASSET,6,Other claims on euro area credit institutions denominated in euro,2732526
2019-04-30,ASSET,7,Securities of euro area residents denominated in euro,74168787294
2019-04-30,ASSET,8,General government long-term debt denominated in euro,5335268853
2019-04-30,ASSET,9,Intra-Eurosystem claims,2627380096
2019-04-30,ASSET,11,Other assets,2057069755
2019-04-30,LIABILITY,1,Banknotes in circulation,28086808700
2019-04-30,LIABILITY,2,Liabilities to euro area credit institutions related to monetary policy operations denominated in euro,2643056264
2019-04-30,LIABILITY,3,Other liabilities to euro area credit institutions denominated in euro,0
2019-04-30,LIABILITY,4,Liabilities to other euro area residents denominated in euro,30322791837
2019-04-30,LIABILITY,5,Liabilities to non-euro area residents denominated in euro,2433151376
2019-04-30,LIABILITY,6,Liabilities to euro area residents denominated in foreign currency,735158082
2019-04-30,LIABILITY,7,Liabilities to non-euro area residents denominated in foreign currency,2578
2019-04-30,LIABILITY,8,Counterpart of special drawing rights allocated by the IMF,0
2019-04-30,LIABILITY,9,Intra-Eurosystem liabilities,23992142465
2019-04-30,LIABILITY,11,Other liabilities,385531996
2019-04-30,LIABILITY,12,Provisions,7806286342
2019-04-30,LIABILITY,13,Revaluation accounts,3886494775
2019-04-30,LIABILITY,14,Capital and reserves,593735885
2019-05-31,ASSET,1,Gold and gold receivables,5570213174
2019-05-31,ASSET,2,Claims on non-euro area residents denominated in foreign currency,2255104177
2019-05-31,ASSET,3,Claims on euro area residents denominated in foreign currency,420312516
2019-05-31,ASSET,4,Claims on non-euro area residents denominated in euro,23258
2019-05-31,ASSET,5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,8066400000
2019-05-31,ASSET,6,Other claims on euro area credit institutions denominated in euro,1248448
2019-05-31,ASSET,7,Securities of euro area residents denominated in euro,74152203131
2019-05-31,ASSET,8,General government long-term debt denominated in euro,5335268853
2019-05-31,ASSET,9,Intra-Eurosystem claims,3061577231
2019-05-31,ASSET,11,Other assets,2001909159
2019-05-31,LIABILITY,1,Banknotes in circulation,28132165950
2019-05-31,LIABILITY,2,Liabilities to euro area credit institutions related to monetary policy operations denominated in euro,3091119035
2019-05-31,LIABILITY,3,Other liabilities to euro area credit institutions denominated in euro,0
2019-05-31,LIABILITY,4,Liabilities to other euro area residents denominated in euro,30352728914
2019-05-31,LIABILITY,5,Liabilities to non-euro area residents denominated in euro,2431306676
2019-05-31,LIABILITY,6,Liabilities to euro area residents denominated in foreign currency,735117269
2019-05-31,LIABILITY,7,Liabilities to non-euro area residents denominated in foreign currency,2578
2019-05-31,LIABILITY,8,Counterpart of special drawing rights allocated by the IMF,0
2019-05-31,LIABILITY,9,Intra-Eurosystem liabilities,23398751649
2019-05-31,LIABILITY,11,Other liabilities,436853766
2019-05-31,LIABILITY,12,Provisions,7805983450
2019-05-31,LIABILITY,13,Revaluation accounts,3886494775
2019-05-31,LIABILITY,14,Capital and reserves,593735885
2019-06-30,ASSET,1,Gold and gold receivables,5985512830
2019-06-30,ASSET,2,Claims on non-euro area residents denominated in foreign currency,2236540800
2019-06-30,ASSET,3,Claims on euro area residents denominated in foreign currency,438979129
2019-06-30,ASSET,4,Claims on non-euro area residents denominated in euro,23245
2019-06-30,ASSET,5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,8605000000
2019-06-30,ASSET,6,Other claims on euro area credit institutions denominated in euro,1593110
2019-06-30,ASSET,7,Securities of euro area residents denominated in euro,74062755635
2019-06-30,ASSET,8,General government long-term debt denominated in euro,4839208179
2019-06-30,ASSET,9,Intra-Eurosystem claims,3788183801
2019-06-30,ASSET,11,Other assets,2076482548
2019-06-30,LIABILITY,1,Banknotes in circulation,28318530550
2019-06-30,LIABILITY,2,Liabilities to euro area credit institutions related to monetary policy operations denominated in euro,5226543442
2019-06-30,LIABILITY,3,Other liabilities to euro area credit institutions denominated in euro,0
2019-06-30,LIABILITY,4,Liabilities to other euro area residents denominated in euro,27938038919
2019-06-30,LIABILITY,5,Liabilities to non-euro area residents denominated in euro,2405228519
2019-06-30,LIABILITY,6,Liabilities to euro area residents denominated in foreign currency,726648620
2019-06-30,LIABILITY,7,Liabilities to non-euro area residents denominated in foreign currency,2545
2019-06-30,LIABILITY,8,Counterpart of special drawing rights allocated by the IMF,0
2019-06-30,LIABILITY,9,Intra-Eurosystem liabilities,24235024592
2019-06-30,LIABILITY,11,Other liabilities,501639732
2019-06-30,LIABILITY,12,Provisions,7805667498
2019-06-30,LIABILITY,13,Revaluation accounts,4283218975
2019-06-30,LIABILITY,14,Capital and reserves,593735885
2019-07-31,ASSET,1,Gold and gold receivables,5988531512
2019-07-31,ASSET,2,Claims on non-euro area residents denominated in foreign currency,2303593656
2019-07-31,ASSET,3,Claims on euro area residents denominated in foreign currency,387613542
2019-07-31,ASSET,4,Claims on non-euro area residents denominated in euro,23233
2019-07-31,ASSET,5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,8670000000
2019-07-31,ASSET,6,Other claims on euro area credit institutions denominated in euro,1524608
2019-07-31,ASSET,7,Securities of euro area residents denominated in euro,73699106241
2019-07-31,ASSET,8,General government long-term debt denominated in euro,4839208179
2019-07-31,ASSET,9,Intra-Eurosystem claims,4933704966
2019-07-31,ASSET,11,Other assets,2073189909
2019-07-31,LIABILITY,1,Banknotes in circulation,28565607600
2019-07-31,LIABILITY,2,Liabilities to euro area credit institutions related to monetary policy operations denominated in euro,3554600521
2019-07-31,LIABILITY,3,Other liabilities to euro area credit institutions denominated in euro,0
2019-07-31,LIABILITY,4,Liabilities to other euro area residents denominated in euro,30594988815
2019-07-31,LIABILITY,5,Liabilities to non-euro area residents denominated in euro,2458180954
2019-07-31,LIABILITY,6,Liabilities to euro area residents denominated in foreign currency,725841505
2019-07-31,LIABILITY,7,Liabilities to non-euro area residents denominated in foreign currency,2545
2019-07-31,LIABILITY,8,Counterpart of special drawing rights allocated by the IMF,0
2019-07-31,LIABILITY,9,Intra-Eurosystem liabilities,23684278661
2019-07-31,LIABILITY,11,Other liabilities,630366493
2019-07-31,LIABILITY,12,Provisions,7805673892
2019-07-31,LIABILITY,13,Revaluation accounts,4283218975
2019-07-31,LIABILITY,14,Capital and reserves,593735885
2019-08-31,ASSET,1,Gold and gold receivables,5991879286
2019-08-31,ASSET,2,Claims on non-euro area residents denominated in foreign currency,2439631737
2019-08-31,ASSET,3,Claims on euro area residents denominated in foreign currency,335365414
2019-08-31,ASSET,4,Claims on non-euro area residents denominated in euro,23221
2019-08-31,ASSET,5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,8205000000
2019-08-31,ASSET,6,Other claims on euro area credit institutions denominated in euro,1759697
2019-08-31,ASSET,7,Securities of euro area residents denominated in euro,73791342833
2019-08-31,ASSET,8,General government long-term debt denominated in euro,4839208179
2019-08-31,ASSET,9,Intra-Eurosystem claims,5964995041
2019-08-31,ASSET,11,Other assets,2177338644
2019-08-31,LIABILITY,1,Banknotes in circulation,28579728900
2019-08-31,LIABILITY,2,Liabilities to euro area credit institutions related to monetary policy operations denominated in euro,3634647657
2019-08-31,LIABILITY,3,Other liabilities to euro area credit institutions denominated in euro,0
2019-08-31,LIABILITY,4,Liabilities to other euro area residents denominated in euro,30928192767
2019-08-31,LIABILITY,5,Liabilities to non-euro area residents denominated in euro,2487692123
2019-08-31,LIABILITY,6,Liabilities to euro area residents denominated in foreign currency,734325242
2019-08-31,LIABILITY,7,Liabilities to non-euro area residents denominated in foreign currency,2545
2019-08-31,LIABILITY,8,Counterpart of special drawing rights allocated by the IMF,0
2019-08-31,LIABILITY,9,Intra-Eurosystem liabilities,23964295903
2019-08-31,LIABILITY,11,Other liabilities,735100846
2019-08-31,LIABILITY,12,Provisions,7805603209
2019-08-31,LIABILITY,13,Revaluation accounts,4283218975
2019-08-31,LIABILITY,14,Capital and reserves,593735885
2019-09-30,ASSET,1,Gold and gold receivables,6581449836
2019-09-30,ASSET,2,Claims on non-euro area residents denominated in foreign currency,2551839018
2019-09-30,ASSET,3,Claims on euro area residents denominated in foreign currency,336361759
2019-09-30,ASSET,4,Claims on non-euro area residents denominated in euro,23209
2019-09-30,ASSET,5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,7505000000
2019-09-30,ASSET,6,Other claims on euro area credit institutions denominated in euro,1929042
2019-09-30,ASSET,7,Securities of euro area residents denominated in euro,73883394150
2019-09-30,ASSET,8,General government long-term debt denominated in euro,4895582581
2019-09-30,ASSET,9,Intra-Eurosystem claims,7187497826
2019-09-30,ASSET,11,Other assets,2101270547
2019-09-30,LIABILITY,1,Banknotes in circulation,28624720550
2019-09-30,LIABILITY,2,Liabilities to euro area credit institutions related to monetary policy operations denominated in euro,5504225791
2019-09-30,LIABILITY,3,Other liabilities to euro area credit institutions denominated in euro,0
2019-09-30,LIABILITY,4,Liabilities to other euro area residents denominated in euro,30389489279
2019-09-30,LIABILITY,5,Liabilities to non-euro area residents denominated in euro,2515448901
2019-09-30,LIABILITY,6,Liabilities to euro area residents denominated in foreign currency,751975808
2019-09-30,LIABILITY,7,Liabilities to non-euro area residents denominated in foreign currency,2660
2019-09-30,LIABILITY,8,Counterpart of special drawing rights allocated by the IMF,0
2019-09-30,LIABILITY,9,Intra-Eurosystem liabilities,23192837209
2019-09-30,LIABILITY,11,Other liabilities,711291514
2019-09-30,LIABILITY,12,Provisions,7805191404
2019-09-30,LIABILITY,13,Revaluation accounts,4955428967
2019-09-30,LIABILITY,14,Capital and reserves,593735885
2019-10-31,ASSET,1,Gold and gold receivables,6584699096
2019-10-31,ASSET,2,Claims on non-euro area residents denominated in foreign currency,2591782067
2019-10-31,ASSET,3,Claims on euro area residents denominated in foreign currency,301625864
2019-10-31,ASSET,4,Claims on non-euro area residents denominated in euro,23196
2019-10-31,ASSET,5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,7900000000
2019-10-31,ASSET,6,Other claims on euro area credit institutions denominated in euro,1809339
2019-10-31,ASSET,7,Securities of euro area residents denominated in euro,73832588186
2019-10-31,ASSET,8,General government long-term debt denominated in euro,4895582581
2019-10-31,ASSET,9,Intra-Eurosystem claims,8363013361
2019-10-31,ASSET,11,Other assets,2038771553
2019-10-31,LIABILITY,1,Banknotes in circulation,28758255950
2019-10-31,LIABILITY,2,Liabilities to euro area credit institutions related to monetary policy operations denominated in euro,6285990626
2019-10-31,LIABILITY,3,Other liabilities to euro area credit institutions denominated in euro,0
2019-10-31,LIABILITY,4,Liabilities to other euro area residents denominated in euro,31812917822
2019-10-31,LIABILITY,5,Liabilities to non-euro area residents denominated in euro,2515614729
2019-10-31,LIABILITY,6,Liabilities to euro area residents denominated in foreign currency,751802707
2019-10-31,LIABILITY,7,Liabilities to non-euro area residents denominated in foreign currency,2660
2019-10-31,LIABILITY,8,Counterpart of special drawing rights allocated by the IMF,0
2019-10-31,LIABILITY,9,Intra-Eurosystem liabilities,22221898433
2019-10-31,LIABILITY,11,Other liabilities,809765655
2019-10-31,LIABILITY,12,Provisions,7805035909
2019-10-31,LIABILITY,13,Revaluation accounts,4955428967
2019-10-31,LIABILITY,14,Capital and reserves,593181785
2019-11-30,ASSET,1,Gold and gold receivables,6587029481
2019-11-30,ASSET,2,Claims on non-euro area residents denominated in foreign currency,2582667220
2019-11-30,ASSET,3,Claims on euro area residents denominated in foreign currency,308547017
2019-11-30,ASSET,4,Claims on non-euro area residents denominated in euro,23183
2019-11-30,ASSET,5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,7800000000
2019-11-30,ASSET,6,Other claims on euro area credit institutions denominated in euro,1748069
2019-11-30,ASSET,7,Securities of euro area residents denominated in euro,74771829578
